Phase,Total elapsed time,Phase elapsed time,"WLTC class 2, version 1.4, vehicle speed","WLTC class 2, version 1.4, acceleration","WLTC class 2, version 1.4, acceleration"
Phase,s,s,km/h,m/s²,km/h/s
High,1338,316,41.0 ,0.72,2.60
High,1339,317,43.7 ,0.76,2.75
High,1340,318,46.5 ,0.75,2.70
High,1341,319,49.1 ,0.71,2.55
High,1342,320,51.6 ,0.67,2.40
High,1343,321,53.9 ,0.61,2.20
High,1344,322,56.0 ,0.56,2.00
High,1345,323,57.9 ,0.51,1.85
High,1346,324,59.7 ,0.46,1.65
High,1347,325,61.2 ,0.39,1.40
High,1348,326,62.5 ,0.32,1.15
High,1349,327,63.5 ,0.25,0.90
High,1350,328,64.3 ,0.21,0.75
High,1351,329,65.0 ,0.15,0.55
High,1352,330,65.4 ,0.10,0.35
High,1353,331,65.7 ,0.07,0.25
High,1354,332,65.9 ,0.03,0.10
High,1355,333,65.9 ,0.00,0.00
High,1356,334,65.9 ,-0.01,-0.05
High,1357,335,65.8 ,-0.01,-0.05
High,1358,336,65.8 ,0.00,0.00
High,1359,337,65.8 ,0.00,0.00
High,1360,338,65.8 ,0.00,0.00
High,1361,339,65.8 ,0.01,0.05
High,1362,340,65.9 ,0.03,0.10
High,1363,341,66.0 ,0.01,0.05
High,1364,342,66.0 ,0.00,0.00
High,1365,343,66.0 ,0.00,0.00
High,1366,344,66.0 ,0.01,0.05
High,1367,345,66.1 ,0.03,0.10
High,1368,346,66.2 ,0.03,0.10
High,1369,347,66.3 ,0.04,0.15
High,1370,348,66.5 ,0.06,0.20
High,1371,349,66.7 ,0.06,0.20
High,1372,350,66.9 ,0.04,0.15
High,1373,351,67.0 ,0.03,0.10
High,1374,352,67.1 ,0.01,0.05
High,1375,353,67.1 ,-0.01,-0.05
High,1376,354,67.0 ,-0.03,-0.10
High,1377,355,66.9 ,-0.03,-0.10
High,1378,356,66.8 ,-0.03,-0.10
High,1379,357,66.7 ,-0.01,-0.05
High,1380,358,66.7 ,0.01,0.05
High,1381,359,66.8 ,0.04,0.15
High,1382,360,67.0 ,0.08,0.30
High,1383,361,67.4 ,0.13,0.45
High,1384,362,67.9 ,0.17,0.60
High,1385,363,68.6 ,0.17,0.60
High,1386,364,69.1 ,0.13,0.45
High,1387,365,69.5 ,0.10,0.35
High,1388,366,69.8 ,0.06,0.20
High,1389,367,69.9 ,-0.04,-0.15
High,1390,368,69.5 ,-0.14,-0.50
High,1391,369,68.9 ,-0.19,-0.70
High,1392,370,68.1 ,-0.21,-0.75
High,1393,371,67.4 ,-0.19,-0.70
High,1394,372,66.7 ,-0.15,-0.55
High,1395,373,66.3 ,-0.07,-0.25
High,1396,374,66.2 ,0.00,0.00
High,1397,375,66.3 ,0.04,0.15
High,1398,376,66.5 ,0.06,0.20
High,1399,377,66.7 ,0.06,0.20
High,1400,378,66.9 ,0.04,0.15
High,1401,379,67.0 ,0.03,0.10
High,1402,380,67.1 ,0.01,0.05
High,1403,381,67.1 ,-0.01,-0.05
High,1404,382,67.0 ,-0.03,-0.10
High,1405,383,66.9 ,-0.03,-0.10
High,1406,384,66.8 ,-0.03,-0.10
High,1407,385,66.7 ,-0.01,-0.05
High,1408,386,66.7 ,0.01,0.05
High,1409,387,66.8 ,0.04,0.15
High,1410,388,67.0 ,0.07,0.25
High,1411,389,67.3 ,0.10,0.35
High,1412,390,67.7 ,0.11,0.40
High,1413,391,68.1 ,0.12,0.45
High,1414,392,68.6 ,0.13,0.45
High,1415,393,69.0 ,0.10,0.35
High,1416,394,69.3 ,0.04,0.15
High,1417,395,69.3 ,-0.01,-0.05
High,1418,396,69.2 ,-0.07,-0.25
High,1419,397,68.8 ,-0.14,-0.50
High,1420,398,68.2 ,-0.17,-0.60
High,1421,399,67.6 ,-0.11,-0.40
High,1422,400,67.4 ,-0.06,-0.20
High,1423,401,67.2 ,-0.07,-0.25
High,1424,402,66.9 ,-0.13,-0.45
High,1425,403,66.3 ,-0.21,-0.75
High,1426,404,65.4 ,-0.32,-1.15
High,1427,405,64.0 ,-0.42,-1.50
High,1428,406,62.4 ,-0.47,-1.70
High,1429,407,60.6 ,-0.53,-1.90
High,1430,408,58.6 ,-0.54,-1.95
High,1431,409,56.7 ,-0.53,-1.90
High,1432,410,54.8 ,-0.51,-1.85
High,1433,411,53.0 ,-0.49,-1.75
High,1434,412,51.3 ,-0.47,-1.70
High,1435,413,49.6 ,-0.49,-1.75
High,1436,414,47.8 ,-0.57,-2.05
High,1437,415,45.5 ,-0.69,-2.50
High,1438,416,42.8 ,-0.79,-2.85
High,1439,417,39.8 ,-0.88,-3.15
High,1440,418,36.5 ,-0.94,-3.40
High,1441,419,33.0 ,-0.97,-3.50
High,1442,420,29.5 ,-1.00,-3.60
High,1443,421,25.8 ,-1.03,-3.70
High,1444,422,22.1 ,-1.00,-3.60
High,1445,423,18.6 ,-0.94,-3.40
High,1446,424,15.3 ,-0.86,-3.10
High,1447,425,12.4 ,-0.79,-2.85
High,1448,426,9.6 ,-0.81,-2.90
High,1449,427,6.6 ,-0.81,-2.90
High,1450,428,3.8 ,-0.69,-2.50
High,1451,429,1.6 ,-0.53,-1.90
High,1452,430,0.0 ,-0.22,-0.80
High,1453,431,0.0 ,0.00,0.00
High,1454,432,0.0 ,0.00,0.00
High,1455,433,0.0 ,0.00,0.00
High,1456,434,0.0 ,0.00,0.00
High,1457,435,0.0 ,0.00,0.00
High,1458,436,0.0 ,0.00,0.00
High,1459,437,0.0 ,0.00,0.00
High,1460,438,0.0 ,0.00,0.00
High,1461,439,0.0 ,0.00,0.00
High,1462,440,0.0 ,0.00,0.00
High,1463,441,0.0 ,0.00,0.00
High,1464,442,0.0 ,0.00,0.00
High,1465,443,0.0 ,0.00,0.00
High,1466,444,0.0 ,0.00,0.00
High,1467,445,0.0 ,0.00,0.00
High,1468,446,0.0 ,0.00,0.00
High,1469,447,0.0 ,0.00,0.00
High,1470,448,0.0 ,0.00,0.00
High,1471,449,0.0 ,0.00,0.00
High,1472,450,0.0 ,0.00,0.00
High,1473,451,0.0 ,0.00,0.00
High,1474,452,0.0 ,0.00,0.00
High,1475,453,0.0 ,0.00,0.00
High,1476,454,0.0 ,0.00,0.00
High,1477,455,0.0 ,0.00,0.00
